ID|タイムスタンプ|英文|日本語訳|チャンク1|チャンク2|チャンク3|チャンク4|チャンク5
161|00:15:18.880|So that's what we're hoping.|それが私たちの望みです。|So that's^S+V^core^だからそれが〜です|what we're hoping^Noun Clause^core^私たちが望んでいること|||
162|00:15:23.413|All of this is triage. It keeps the business breathing.|これら全てはトリアージ（緊急処置）です。それでビジネスは何とか息をしています。|All of this is triage^S+V+C^core^これら全てはトリアージ（緊急的な選別・処置）です|It keeps the business breathing^S+V+O+C^core^それはビジネスを呼吸させておきます（生かしておきます）|||
163|00:15:27.568|But John's also considering a more extreme measure, one that's maybe the most emotional for him, tearing out his vines.|しかしジョンは、より極端な手段も検討しています。それは彼にとっておそらく最も感情的なこと、ブドウの木を引き抜くことです。|But John's also considering^S+V^core^しかしジョンはまた検討しています|a more extreme measure^Object^core^より極端な手段を|one that's maybe the most emotional for him^Appositive^modifier^彼にとって多分最も感情的なものである（手段）|tearing out his vines^Gerund^core^彼のブドウの木を引き抜くこと|
164|00:15:36.546|Yeah, every vine for us is like part of the family.|ええ、私たちにとって全てのブドウの木は家族の一員のようなものです。|Yeah, every vine for us^Subject^core^ええ、私たちにとって全てのブドウの木は|is like part of the family^V+Prep^core^家族の一部のようなものです|||
165|00:15:40.206|So on a personal level, it's devastation.|ですから、個人的なレベルでは、それは悲劇（破壊的なこと）です。|So on a personal level^Prep Phrase^modifier^だから個人的なレベルでは|it's devastation^S+V+C^core^それは荒廃（悲劇）です|||
166|00:15:44.355|But again, you have to put that aside because we have to run the business.|しかし繰り返しになりますが、ビジネスを運営しなければならないので、それは置いておかなければなりません。|But again^Connector^connector^しかし再び（言いますが）|you have to put that aside^S+V+O+Adv^core^あなたはそれを脇に置かなければなりません|because we have to run the business^Conjunction+S+V+O^modifier^なぜなら私たちはビジネスを運営しなければならないからです||
167|00:15:48.971|So that's going to happen. That's going to happen more and more on making those tough decisions and pulling out some vines.|だから、それは起こるでしょう。厳しい決断を下し、ブドウの木を抜くことは、ますます増えていくでしょう。|So that's going to happen^S+V^core^だからそれは起こるでしょう|That's going to happen more and more^S+V+Adv^core^それはますます起こるでしょう|on making those tough decisions^Prep Phrase^modifier^それらの厳しい決断を下すことにおいて|and pulling out some vines^Prep Phrase^modifier^そしていくつかのブドウの木を抜くことにおいて|
168|00:15:57.346|This has to happen.|これは起きなければならないことです。|This has to happen^S+V^core^これは起こらなければなりません|||
169|00:16:02.740|For a lot of the wine growers that I spoke to, they were either pulling up the vines because they're taking this as an opportunity to reset,|私が話をした多くのワイン生産者にとって、彼らはブドウの木を抜いていました。これをリセットの機会と捉えているからです。|For a lot of the wine growers that I spoke to^Prep Phrase^modifier^私が話した多くのワイン生産者にとって|they were either pulling up the vines^S+V+O^core^彼らはブドウの木を引き抜いていました|because they're taking this^Conjunction+S+V+O^modifier^なぜなら彼らはこれを捉えているからです|as an opportunity to reset^Prep Phrase^modifier^リセットする機会として|
170|00:16:10.613|so maybe you pull up the vines and next year you replant with something that you think will sell better in a couple years when they'll be ready.|つまり、ブドウの木を抜き、来年は、数年後に準備ができた時により良く売れると思う何かを植え直すのです。|so maybe you pull up the vines^Conjunction+S+V+O^connector^だから多分あなたはブドウの木を抜き|and next year you replant with something^Conjunction+S+V+Prep^core^そして来年あなたは何かで植え直します|that you think will sell better^Relative Clause^modifier^あなたがより良く売れると思う（何かで）|in a couple years when they'll be ready^Prep Phrase^modifier^それらが準備できる数年後に
171|00:16:17.417|A different varietal of grape.|異なる品種のブドウです。|A different varietal of grape^Noun Phrase^core^異なる品種のブドウ（など）|||
172|00:16:20.260|It's also possible that some of the fallow land that I passed will never be replanted.|私が通り過ぎた休耕地の一部は、二度と植え直されない可能性もあります。|It's also possible^S+V+C^core^それもまた可能です（あり得ます）|that some of the fallow land that I passed^Noun Clause^core^私が通り過ぎた休耕地の一部が|will never be replanted^V(Passive)^core^二度と植え直されないということが||
173|00:16:25.697|It's hard to tell.|判断するのは難しいです。|It's hard to tell^S+V+C+Infinitive^core^言う（判断する）のは難しいです|||
174|00:16:28.250|They saw... Just hills that were empty that used to have wine grapes.|彼らが見たのは...かつてワイン用ブドウがあった、ただの空っぽの丘でした。|They saw^S+V^core^彼らは見ました|Just hills that were empty^Object+Relative^core^ただの空っぽの丘を|that used to have wine grapes^Relative Clause^modifier^かつてワイン用ブドウがあった||
175|00:16:31.631|So it was really staggering to see that.|それを見るのは本当に衝撃的でした。|So it was really staggering^S+V+C^core^だからそれは本当に衝撃的でした|to see that^Infinitive^modifier^それを見ることは||
176|00:16:35.831|Even with all these reinventions, these strategies won't solve the underlying problems.|これら全ての再発明をもってしても、これらの戦略は根本的な問題を解決しないでしょう。|Even with all these reinventions^Prep Phrase^modifier^これら全ての再発明（改革）をもってしても|these strategies won't solve^S+V+O^core^これらの戦略は解決しないでしょう|the underlying problems^Object^core^根本的な問題を||
177|00:16:40.835|What the next harvest will look like. Whether American wine will return to Canadian shelves.|次の収穫がどうなるか。アメリカのワインがカナダの棚に戻るかどうか。|What the next harvest will look like^Noun Clause^core^次の収穫がどうなるか|Whether American wine will return^Noun Clause^core^アメリカワインが戻るかどうか|to Canadian shelves^Prep Phrase^modifier^カナダの棚へ||
178|00:16:45.732|Whether consumer trends will swing back.|消費者のトレンドが揺り戻るかどうか。|Whether consumer trends will swing back^Noun Clause^core^消費者のトレンドが揺り戻るかどうか|||
179|00:16:51.249|Wine has been around for thousands of years, right?|ワインは何千年も前から存在していますよね？|Wine has been around^S+V+Adv^core^ワインは（ずっと）存在しています|for thousands of years^Prep Phrase^modifier^何千年も|right?^Tag^connector^ですよね？||
180|00:16:53.811|Consumer habits move very quickly.|消費者の習慣は非常に早く変化します。|Consumer habits move^S+V^core^消費者の習慣は動きます（変わります）|very quickly^Adverb^modifier^非常に素早く||
181|00:16:57.597|What do you think this moment tells us about, you know, the future of California wine as a business?|この瞬間は、ビジネスとしてのカリフォルニアワインの未来について、私たちに何を語っていると思いますか？|What do you think^Wh+Aux+S+V^core^あなたはどう思いますか|this moment tells us about^S+V+Prep^core^この瞬間が私たちに〜について語っていると|you know, the future of California wine^Object^core^ほら、カリフォルニアワインの未来（について）|as a business^Prep Phrase^modifier^ビジネスとしての
182|00:17:05.299|I don't think wine is going away.|ワインがなくなるとは思いません。|I don't think^S+V^core^私は思いません|wine is going away^S+V+Adv^core^ワインが消え去るとは|||
183|00:17:08.576|It will be here much longer than you or me.|それは、あなたや私よりもずっと長くここに存在し続けるでしょう。|It will be here^S+V+Adv^core^それはここに在るでしょう|much longer than you or me^Comparison^modifier^あなたや私よりもずっと長く|||
184|00:17:12.483|But I think that what it looks like might change.|しかし、その姿は変わるかもしれないと思います。|But I think^Conjunction+S+V^core^しかし私は思います|that what it looks like^Noun Clause^core^それがどのように見えるか（その姿）は|might change^Verb^core^変わるかもしれないと||
185|00:17:13.718|And I will say this, October, November, December is the most important time for all alcohol sales.|そしてこれだけは言っておきますが、10月、11月、12月は全てのアルコール販売にとって最も重要な時期です。|And I will say this^S+V+O^core^そして私はこれを言います|October, November, December is^S+V^core^10月、11月、12月は〜です|the most important time^Complement^core^最も重要な時期|for all alcohol sales^Prep Phrase^modifier^全てのアルコール販売にとって
186|00:17:18.968|Because Thanksgiving, Christmas, New Year's, especially sparkling.|感謝祭、クリスマス、新年、特にスパークリングワインがあるからです。|Because Thanksgiving, Christmas, New Year's^Fragment^modifier^なぜなら感謝祭、クリスマス、新年（があるから）|especially sparkling^Fragment^modifier^特にスパークリング（ワイン）|||
187|00:17:25.611|So, um, This is definitely a very important time, and I think that people will be watching closely what happens in this three-month period.|ですから、これは間違いなく非常に重要な時期であり、この3ヶ月間に何が起こるか、人々は注視することになると思います。|So, um, This is definitely a very important time^S+V+C^core^だから、ええと、これは間違いなく非常に重要な時期です|and I think^Conjunction+S+V^core^そして私は思います|that people will be watching closely^Noun Clause^core^人々は注意深く見守るだろうと|what happens in this three-month period^Noun Clause^core^この3ヶ月間に何が起こるかを|
188|00:17:33.990|It might be hard. Maybe the future holds some folks folding, some folks pulling out of the wine industry,|厳しいかもしれません。もしかすると未来には、廃業する人々や、ワイン産業から撤退する人々がいるかもしれません。|It might be hard^S+V+C^core^それは厳しいかもしれません|Maybe the future holds^S+V+O^core^もしかすると未来は持っているかもしれません（起こるかもしれません）|some folks folding^Object+Participle^core^廃業する人々を|some folks pulling out of the wine industry^Object+Participle^core^ワイン産業から撤退する人々を|
189|00:17:42.653|which I already started seeing when I was out there.|私が現地にいた時、すでにそれを見始めていました。|which I already started seeing^Relative Clause^modifier^（そして）それを私はすでに見始めていました|when I was out there^Adverb Clause^modifier^私が現地にいた時に|||
190|00:17:42.810|Like, there might be more pain ahead before the future looks better.|未来が良くなる前に、もっと多くの痛みが待ち受けているかもしれません。|Like, there might be more pain ahead^There+V+S^core^そう、前途にはもっと痛みがあるかもしれません|before the future looks better^Adverb Clause^modifier^未来が良く見えるようになる前に|||
191|00:17:49.997|How are you feeling about your business at the moment?|今、ご自身のビジネスについてどう感じていますか？|How are you feeling^Wh+Aux+S+V^core^あなたはどう感じていますか|about your business^Prep Phrase^modifier^あなたのビジネスについて|at the moment^Prep Phrase^modifier^今のところ（現時点で）||
192|00:17:56.579|Well, that's a good, that's a tough question.|うーん、それは良い、いや難しい質問ですね。|Well, that's a good^S+V+C^core^うーん、それは良い...|that's a tough question^S+V+C^core^それは難しい質問です|||
193|00:18:00.944|You know, I love the business. I love coming to work.|あのですね、私はこのビジネスを愛しています。仕事に来るのが大好きなんです。|You know^Interjection^modifier^ご存知のように（あのね）|I love the business^S+V+O^core^私はこのビジネスを愛しています|I love coming to work^S+V+O^core^私は仕事に来るのが大好きです||
194|00:18:03.788|We've got such a great team. And my youngest daughter just came back to work for us, which is great.|素晴らしいチームがあります。そして末娘が私たちのために働くために戻ってきたばかりで、それは素晴らしいことです。|We've got such a great team^S+V+O^core^私たちにはとても素晴らしいチームがいます|And my youngest daughter just came back^S+V^core^そして私の末娘がちょうど戻ってきました|to work for us^Infinitive^modifier^私たちのために働くために|which is great^Relative Clause^modifier^（それは）素晴らしいことです|
195|00:18:08.749|And we have a new grandbaby. She has a new grandbaby. Oh, congratulations.|そして新しい孫もできました。彼女に新しい孫ができたんです。ああ、おめでとうございます。|And we have a new grandbaby^S+V+O^core^そして私たちには新しい孫がいます|She has a new grandbaby^S+V+O^core^彼女には新しい孫がいます|Oh, congratulations^Exclamation^core^ああ、おめでとうございます||
196|00:18:12.569|Thank you. But yeah, it's hard.|ありがとう。でも、ええ、大変ですね。|Thank you^Expression^core^ありがとう|But yeah, it's hard^S+V+C^core^でも、ええ、それは大変です|||
197|00:18:15.679|But, you know, there's a lot of positive things in life here. Really is.|でも、ここでの生活にはポジティブなことがたくさんあります。本当に。|But, you know^Connector^connector^でも、あのね|there's a lot of positive things^There+V+S^core^たくさんのポジティブなことがあります|in life here^Prep Phrase^modifier^ここでの生活に|Really is^Fragment^core^本当にそうです|
198|00:18:20.022|You know, we live in a great place.|私たちは素晴らしい場所に住んでいますから。|You know^Interjection^modifier^ご存知のように|we live in a great place^S+V+Prep^core^私たちは素晴らしい場所に住んでいます|||
199|00:18:22.319|Well, cheers to that, John. Well, thank you.|そうですね、それに乾杯しましょう、ジョン。ありがとう。|Well, cheers to that, John^Expression^core^さて、それに乾杯しましょう、ジョン|Well, thank you^Expression^core^ありがとう|||
200|00:18:39.530|That's all for today, Thursday, December 4th.|今日は以上です。12月4日、木曜日でした。|That's all for today^Expression^core^今日のところは以上です|Thursday, December 4th^Noun Phrase^modifier^12月4日木曜日（の放送でした）|||
201|00:18:42.109|The Journal is a co-production of Spotify and The Wall Street Journal.|『ザ・ジャーナル』はSpotifyとウォール・ストリート・ジャーナルの共同制作です。|The Journal is a co-production^S+V+C^core^『ザ・ジャーナル』は共同制作です|of Spotify and The Wall Street Journal^Prep Phrase^modifier^Spotifyとウォール・ストリート・ジャーナルの||
202|00:18:45.609|If you like our show, follow us on Spotify or wherever you get your podcasts.|私たちの番組が気に入ったら、Spotifyやポッドキャストを聴いている場所でフォローしてください。|If you like our show^If Clause^modifier^もし私たちの番組が好きなら|follow us on Spotify^Imperative^core^Spotifyで私たちをフォローしてください|or wherever you get your podcasts^Adverb Clause^modifier^あるいはあなたがポッドキャストを入手する場所ならどこでも||
203|00:18:49.405|We're out every weekday afternoon.|平日の午後は毎日配信しています。|We're out^S+V+C^core^私たちは出ています（配信しています）|every weekday afternoon^Adverb^modifier^毎平日の午後に|||
204|00:18:53.767|Thanks for listening. See you tomorrow.|聴いてくれてありがとう。また明日。|Thanks for listening^Expression^core^聴いてくれてありがとう|See you tomorrow^Expression^core^また明日会いましょう|||
205|00:19:00.445|Introducing Taking Share, Lessons from Leaders with Rob Holmes, Chairman, President, and CEO of Texas Capitol.|『テイク・シェア：リーダーからの教訓』をご紹介します。テキサス・キャピトルの会長兼社長兼CEO、ロブ・ホームズがお送りします。|Introducing Taking Share^Participle^core^『テイク・シェア』を紹介します|Lessons from Leaders^Noun Phrase^core^リーダーたちからの教訓|with Rob Holmes^Prep Phrase^modifier^ロブ・ホームズと共に|Chairman, President, and CEO of Texas Capitol^Appositive^modifier^テキサス・キャピトルの会長、社長、そしてCEO|
206|00:19:07.692|During each episode, you will hear from leaders, decision makers, and culture shapers across industries.|各エピソードでは、様々な業界のリーダー、意思決定者、文化を形成する人々からの話を聞くことができます。|During each episode^Prep Phrase^modifier^各エピソードの間|you will hear from leaders^S+V+Prep^core^あなたはリーダーたちから聞くでしょう|decision makers, and culture shapers^Object^core^意思決定者、そして文化形成者たち（から）|across industries^Prep Phrase^modifier^業界を超えた|
207|00:19:13.958|What drives them? What tips the scales when making tough calls?|何が彼らを突き動かすのか？厳しい決断を下すとき、何が天秤を傾けるのか？|What drives them?^Wh+V+O^core^何が彼らを駆り立てるのですか？|What tips the scales^Wh+V+O^core^何が天秤を傾けるのですか？|when making tough calls?^Participle^modifier^厳しい決断を下す時に||
208|00:19:17.919|How do they continue to evolve?|彼らはどのように進化し続けているのか？|How do they continue to evolve?^Wh+Aux+S+V^core^彼らはどのように進化し続けるのですか？|||
209|00:19:19.951|We're here to understand the thoughts behind their actions and discover how they are taking share.|私たちは彼らの行動の裏にある考えを理解し、彼らがどのようにシェアを獲得しているかを発見するためにここにいます。|We're here to understand the thoughts^S+V+Infinitive^core^私たちは考えを理解するためにここにいます|behind their actions^Prep Phrase^modifier^彼らの行動の背後にある|and discover^Infinitive^core^そして発見するために|how they are taking share^Noun Clause^core^どのように彼らがシェア（市場占有率）を取っているか|
210|00:19:25.231|For more information on Texas Capitol, please visit us at our website.|テキサス・キャピトルの詳細については、当社のウェブサイトをご覧ください。|For more information on Texas Capitol^Prep Phrase^modifier^テキサス・キャピトルに関する詳細情報は|please visit us^Imperative^core^私たちを訪ねてください|at our website^Prep Phrase^modifier^私たちのウェブサイトで||
