ID|タイムスタンプ|英文|日本語訳|チャンク1|チャンク2|チャンク3|チャンク4|チャンク5|チャンク6
110|00:13:42.557|They're still demanding both the video of that September 2nd strike and the legal rationale the administration says that it is used to carry out 22 strikes against alleged drug boats that have killed 87 people.|彼らは依然として、9月2日の攻撃の映像と、麻薬密輸船とされる船舶に対して行われ87人が死亡した22回の攻撃を実行するために政権が使用したとする法的根拠の両方を要求しています。|They're still demanding both^S+V+O^core^彼らは依然として両方を要求しています|the video of that September 2nd strike^Noun Phrase^core^あの9月2日の攻撃のビデオ（と）|and the legal rationale^Noun Phrase^connector^そして法的根拠（を）|the administration says that it is used^Relative Clause^connector^政権がそれが使われていると言う（根拠）|to carry out 22 strikes^Infinitive^modifier^22回の攻撃を実行するために|against alleged drug boats that have killed 87 people^Prep Phrase^modifier^87人を殺した麻薬ボートとされる船に対する
111|00:13:55.869|And as for Halsey, he's officially stepping down in a change of command ceremony slated for Friday at South Com headquarters in Florida.|そしてホールジーについては、フロリダの南方軍司令部で金曜日に予定されている指揮権交代式で正式に退任します。|And as for Halsey^Connector+Prep^connector^そしてホールジーに関しては|he's officially stepping down^S+V^core^彼は正式に退任します|in a change of command ceremony^Prep Phrase^modifier^指揮権交代式で|slated for Friday^Participle Phrase^modifier^金曜日に予定されている|at South Com headquarters in Florida^Prep Phrase^modifier^フロリダの南方軍司令部で|
112|00:14:05.159|W.H.R.O.'s Steve Walsh in Norfolk. Thanks so much. Thanks, Steve.|ノーフォークのW.H.R.O.のスティーブ・ウォルシュでした。どうもありがとう。ありがとう、スティーブ。|W.H.R.O.'s Steve Walsh in Norfolk^Noun Phrase^core^ノーフォークのW.H.R.O.のスティーブ・ウォルシュ|Thanks so much^Expression^connector^どうもありがとう|Thanks, Steve^Expression^connector^ありがとう、スティーブ|||
113|00:14:12.559|And that's a first for this Thursday, December 11th. I'm Steve Inskeep. And I'm Michelle Martin.|12月11日木曜日の「Up First」は以上です。スティーブ・インスキープでした。そしてミシェル・マーティンでした。|And that's a first^S+V+C^core^そしてそれが「（Up）First」です（以上です）|for this Thursday, December 11th^Prep Phrase^modifier^この12月11日木曜日のための|I'm Steve Inskeep^S+V+C^core^私はスティーブ・インスキープです|And I'm Michelle Martin^S+V+C^connector^そして私はミシェル・マーティンです||
114|00:14:17.341|For your next listen, why not consider Consider This from NPR. Here at Up First, we give you three big stories of the day.|次に聴くものとして、NPRの「Consider This」はいかがでしょうか。ここ「Up First」では、その日の3つの大きなニュースをお伝えしています。|For your next listen^Prep Phrase^modifier^あなたの次のリスニングのために|why not consider Consider This from NPR^Expression^core^NPRの「Consider This」を検討してはどうですか|Here at Up First^Adverb+Prep^modifier^ここ「Up First」では|we give you three big stories of the day^S+V+O+O^core^私たちはあなたにその日の3つの大きな話を伝えます||
115|00:14:23.942|Our Consider This colleagues take a different approach. They dive into a single news story and what it means to you.|「Consider This」の同僚たちは異なるアプローチをとっています。彼らは一つのニュース記事と、それがあなたにとって何を意味するのかを深く掘り下げます。|Our Consider This colleagues take^S+V^core^私たちの「Consider This」の同僚はとります|a different approach^Object^core^異なるアプローチを|They dive into a single news story^S+V+Prep+O^core^彼らは一つのニュース記事に飛び込みます（掘り下げます）|and what it means to you^Conjunction+Noun Clause^connector^そしてそれがあなたに何を意味するか（に）||
116|00:14:29.552|Learn about a big story of the day in less than 15 minutes. Listen now on the NPR app or wherever you get your podcasts.|その日の大きなニュースについて、15分以内で学ぶことができます。NPRアプリや、ポッドキャストを聴いている場所で今すぐお聴きください。|Learn about a big story of the day^Imperative+Prep^core^その日の大きな話について学んでください|in less than 15 minutes^Prep Phrase^modifier^15分未満で|Listen now^Imperative^core^今聞いてください|on the NPR app^Prep Phrase^modifier^NPRアプリで|or wherever you get your podcasts^Conjunction+Adverb Clause^connector^あるいはあなたがポッドキャストを入手する場所ならどこでも|
117|00:14:36.311|Today's Up First was edited by Diane Weber, Rafael Nam, Andrew Sussman, and Alice Wolfley.|今日の「Up First」の編集は、ダイアン・ウェーバー、ラファエル・ナム、アンドリュー・サスマン、アリス・ウルフリーが担当しました。|Today's Up First was edited^S+V^core^今日の「Up First」は編集されました|by Diane Weber, Rafael Nam^Prep Phrase^modifier^ダイアン・ウェーバー、ラファエル・ナム（によって）|Andrew Sussman, and Alice Wolfley^Noun Phrase^modifier^アンドリュー・サスマン、そしてアリス・ウルフリー（によって）|||
118|00:14:41.600|It was produced by Ziad Bach, Nia Dumas, and Christopher Thomas. We get engineering support from Stacey Abbott, and our technical director is Carly Strange.|プロデュースはジア・バック、ニア・デュマス、クリストファー・トーマス。技術サポートはステイシー・アボット、テクニカルディレクターはカーリー・ストレンジです。|It was produced^S+V^core^それは制作されました|by Ziad Bach, Nia Dumas, and Christopher Thomas^Prep Phrase^modifier^ジア・バック、ニア・デュマス、そしてクリストファー・トーマスによって|We get engineering support^S+V+O^core^私たちは技術サポートを得ています|from Stacey Abbott^Prep Phrase^modifier^ステイシー・アボットから|and our technical director is Carly Strange^Conjunction+S+V+C^connector^そして私たちのテクニカルディレクターはカーリー・ストレンジです|
119|00:14:50.585|Our deputy executive producer is Kelly Dickens. Join us tomorrow.|副エグゼクティブプロデューサーはケリー・ディケンズです。また明日お会いしましょう。|Our deputy executive producer is Kelly Dickens^S+V+C^core^副エグゼクティブプロデューサーはケリー・ディケンズです|Join us tomorrow^Imperative+O^core^明日私たちに加わってください（また明日）||||
120|00:14:57.585|This message comes from NPR sponsor Forge Heat Pumps, based in Newton, Mass. Forge installs efficient, all-in-one heat pump systems that heat and cool your home while cutting carbon emissions.|このメッセージは、マサチューセッツ州ニュートンを拠点とするNPRのスポンサー、Forge Heat Pumpsから送られました。Forgeは、二酸化炭素排出量を削減しながら家を暖めたり冷やしたりできる、効率的なオールインワンのヒートポンプシステムを設置しています。|This message comes^S+V^core^このメッセージは来ています|from NPR sponsor Forge Heat Pumps^Prep Phrase^modifier^NPRスポンサーのForge Heat Pumpsから|based in Newton, Mass^Participle Phrase^modifier^マサチューセッツ州ニュートンを拠点とする|Forge installs efficient, all-in-one heat pump systems^S+V+O^core^Forgeは効率的でオールインワンのヒートポンプシステムを設置します|that heat and cool your home^Relative Clause^connector^あなたの家を暖めたり冷やしたりする|while cutting carbon emissions^Conjunction+Gerund^modifier^二酸化炭素排出を削減しながら
121|00:15:08.479|Heat pumps provide home comfort that's better for you and the planet. Learn more at forgeheatpumps.com.|ヒートポンプは、あなたと地球にとってより良い家庭の快適さを提供します。詳しくはforgeheatpumps.comをご覧ください。|Heat pumps provide home comfort^S+V+O^core^ヒートポンプは家の快適さを提供します|that's better for you and the planet^Relative Clause^connector^あなたと地球にとってより良い|Learn more^Imperative^core^もっと学んでください|at forgeheatpumps.com^Prep Phrase^modifier^forgeheatpumps.comで||
122|00:15:16.203|Support for this podcast and the following message come from Strawberry.me. If you could go back and talk to your younger self, would you tell yourself that you have a job that truly makes you happy?|このポッドキャストへの支援と次のメッセージは、Strawberry.meから提供されています。もし過去に戻って若い頃の自分と話せるとしたら、本当に幸せを感じられる仕事をしていると自分に言えますか？|Support for this podcast and the following message^Subject^core^このポッドキャストへの支援と次のメッセージは|come from Strawberry.me^V+Prep^core^Strawberry.meから来ています|If you could go back^Condition^connector^もしあなたが戻れるなら|and talk to your younger self^Conjunction+V+Prep^connector^そして若い頃の自分に話せるなら|would you tell yourself^Aux+S+V+O^core^あなたは自分自身に言いますか|that you have a job that truly makes you happy?^Noun Clause^core^あなたが本当に幸せにしてくれる仕事を持っていると？
123|00:15:27.475|Many people are stuck in jobs they've outgrown or never really wanted. A career coach from Strawberry.me can help you move on to something you actually love.|多くの人が、自分には合わなくなった仕事や、本当は望んでいなかった仕事に縛られています。Strawberry.meのキャリアコーチは、あなたが本当に好きな仕事に進むお手伝いをします。|Many people are stuck in jobs^S+V+C+Prep^core^多くの人々は仕事に行き詰まっています（動けずにいます）|they've outgrown or never really wanted^Relative Clause^connector^彼らが成長して合わなくなったか、決して本当に望まなかった（仕事）|A career coach from Strawberry.me^Subject^core^Strawberry.meのキャリアコーチは|can help you move on^Aux+V+O+Infinitive^core^あなたが次へ進むのを助けることができます|to something you actually love^Prep Phrase^modifier^あなたが実際に愛する何かへ|
124|00:15:36.499|Benefit from having a dedicated coach in your corner and get 50% off your first coaching session at Strawberry.me/NPR.|あなたの味方となる専任コーチを持つメリットを享受し、Strawberry.me/NPRで初回のコーチングセッションを50%オフで受けましょう。|Benefit from having a dedicated coach^Imperative+Prep+Gerund^core^専任コーチを持つことから利益を得てください|in your corner^Prep Phrase^modifier^あなたのコーナー（味方）に|and get 50% off your first coaching session^Conjunction+V+O^core^そして初回のコーチングセッションを50%オフにしてください|at Strawberry.me/NPR^Prep Phrase^modifier^Strawberry.me/NPRで||
125|00:15:45.840|This message comes from Mint Mobile. Starting at $15 a month, make the switch at mintmobile.com/switch.|このメッセージはMint Mobileから送られました。月額15ドルから。mintmobile.com/switchで乗り換えましょう。|This message comes^S+V^core^このメッセージは来ています|from Mint Mobile^Prep Phrase^modifier^Mint Mobileから|Starting at $15 a month^Participle Phrase^modifier^月額15ドルから始めて|make the switch^Imperative+O^core^切り替えを行ってください|at mintmobile.com/switch^Prep Phrase^modifier^mintmobile.com/switchで||
126|00:15:53.048|$45 upfront payment for 3 months. 5GB plan equivalent to $15 a month. Taxes and fees extra. First 3 months only. See terms.|3ヶ月分で45ドルの前払い。月額15ドル相当の5GBプランです。税金と手数料は別途かかります。最初の3ヶ月のみ。利用規約をご覧ください。|$45 upfront payment for 3 months^Noun Phrase^core^3ヶ月分の45ドルの前払い|5GB plan equivalent to $15 a month^Noun Phrase^core^月額15ドル相当の5GBプラン|Taxes and fees extra^Noun Phrase^core^税金と手数料は別途|First 3 months only^Noun Phrase^modifier^最初の3ヶ月のみ|See terms^Imperative+O^core^規約を見てください||
